0,tt0114709,"jealousy toy boy friendship friends rivalry boy next door new toy toy comes to life"
1,tt0113277,"robbery detective bank obsession chase shooting thief honor murder suspense heist betrayal money gang cat and mouse criminal mastermind cult film ex-con heist movie one last job loner bank job neo-noir gun fight crime epic"
2,tt0112641,"poker drug abuse 1970s overdose illegal prostitution"
3,tt0114369,"self-fulfilling prophecy detective s.w.a.t. drug dealer evisceration lust and impulsiveness rage and hate pride and vanity immoderateness insomnia investigation pension police serial killer"
4,tt0114814,"law relatives theft criminal criminal mastermind hungarian sibling"
5,tt0113247,"paris neo-nazi skinhead robbery police brutality hip-hop gun socially deprived family breakdance arabian boredom revenge suburb violence police officer unemployment capture xenophobia"
6,tt0112573,"individual scotland in love with enemy legend independence idealism revolt tyranny"
7,tt0075314,"vietnam veteran taxi obsession drug dealer night shift vigilante alienation misanthrope shot to death illegal prostitution loner"
8,tt0112471,"dialogue sunrise talking soulmates walking austria traveller danube bittersweet romantic vienna"
9,tt0076759,"android galaxy hermit death star lightsaber jedi rescue mission empire rebellion planet smuggler the force space opera galactic war stormtrooper totalitarianism"
10,tt0110413,"new york corruption assassin police brutality loss of family s.w.a.t. immigrant hitman training revenge murder loneliness neighbor tragic love cult film neo-noir complex relationship complex characters"
11,tt0110912,"transporter brothel drug dealer boxer massage stolen money crime boss dance contest junkyard kamikaze ambiguous ending briefcase redemption heirloom pulp fiction reference to al green theft brutality"
12,tt0111161,"prison corruption police brutality prison cell delinquent parole board escape from prison wrongful imprisonment framed for murder 1940s"
13,tt0109830,"vietnam veteran hippie mentally disabled running based on novel vietnam vietnam war friendship love family relationships bully mother son relationship military hugging shrimping wounded soldier flashback park bench amputee"
14,tt0110357,"loss of parents wild boar uncle shaman redemption king scar hyena meerkat"
15,tt0107207,"bomb prison father son relationship based on novel 1970s biography faith irish trial rebellion torture terrorism courtroom"
16,tt0107290,"exotic island dna paleontology tyrannosaurus rex triceratops brontosaurus electric fence island dinosaur amusement park theme park jurassic park"
17,tt0108052,"factory concentration camp hero holocaust world war ii nazis defense industry biography the holocaust"
18,tt0083658,"artificial intelligence bounty hunter dystopia genetics fugitive cyberpunk los angeles tech noir neo-noir futurista lluvia"
19,tt0103639,"magic musical cartoon princess love comedy animation monkey arab aftercreditsstinger genie animal sidekick"
20,tt0103064,"cyborg shotgun post-apocalyptic dystopia moral ambiguity mental institution violence fictional war morphing nuclear weapons shape shifter savior catch phrase"
21,tt0102926,"based on novel psychopath horror suspense serial killer psychological thriller cannibal fbi agent animal in cast credits cannibalism"
22,tt0116282,"cheating ransom salesclerk winter kidnapping auto unsociability police north dakota murder money car dealership woodchipper"
23,tt0048473,"robbery move monsoon difficult childhood dying and death misery priest teacher writer railroad unemployment help"
24,tt0057012,"usa president general cold war strategic air command nuclear missile war room bomber pilot nuclear weapons ex nazi doomsday device absurdism"
25,tt0117951,"london england alcohol sex based on novel drug addiction drug dealer nightclub junkie heroin cold turkey modern society hallucination friendship surrealism dark comedy stealing monologue cult film recovering drug addict illegal drugs drug deal drug rehabilitation drug culture antihero"
26,tt0068646,"italy love at first sight loss of father patriarch organized crime mafia lawyer italian american crime family rise to power mob boss 1940s"
27,tt0045152,"fan morning musical talkie partner movie in movie broadway audience chorus girl diction coach pearl necklace flapper"
28,tt0052357,"san francisco sense of guilt bachelor obsession love of one's life vertigo museum necklace grave plan painting film noir"
29,tt0047396,"nurse photographer suspicion of murder girlfriend neighbor salesman apartment convalescence voyeurism homebound"
30,tt0025316,"miami reference to the big bad wolf reporter"
31,tt0053125,"assassination spy mount rushmore national memorial mistaken identity on the run fugitive espionage advertising framed government agent"
32,tt0053604,"new york new year's eve lovesickness age difference suicide attempt office flat spaghetti christmas party winter clerk tennis racket romantic comedy extramarital affair"
33,tt0053291,"chicago witness musician mafia cross dressing band spats all girl band st. valentine's day massacre sugar valentine's day dressing"
34,tt0034583,"love triangle corruption spy resistance casablanca emigration visa patriotism nationalism concentration camp nazis war melodrama film noir"
35,tt0032138,"witch adolescence based on novel secret identity clock dream lion tornado scarecrow musical crow music kansas classic imaginary land cowardliness sepia color"
36,tt0031381,"life and death civil war southern usa loss of child marriage proposal atlanta luxury plantation typhus business woman marriage crisis"
37,tt0043014,"new year's eve screenwriter jealousy butler loss of sense of reality diva hollywood madness aging actor silent film star film noir"
38,tt0033467,"journalist newspaper florida capitalist banker media tycoon art collector sleigh money child"
39,tt0062622,"moon jupiter artificial intelligence man vs machine technology super computer human being space travel space mission moon base astronaut evolution monolith space station"
40,tt0042192,"jealousy obsession manipulation fan engagement celebrity party melodrama playwright hollywood black and white director relationship insecurity envy broadway critic based on short story theater actress entertainment"
41,tt0032976,"monte carlo based on novel age difference secret obsession bride cornwall love suspense rural setting devotion housekeeper death estate costume party film noir second wife"
42,tt0035446,"love triangle london england infidelity world war ii warsaw ghetto polish resistance jewish ghetto nazis airplane parachuting funny nazi military officer espionage"
43,tt0038650,"holiday angel based on novel bank suicide attempt small town christmas tree great depression christmas eve feel-good ending guardian angel christmas"
44,tt0031679,"corruption washington d.c. senate senator governor politician camp conservative usa politics political drama"
45,tt0059742,"resistance austria world war ii musical music competition salzburg based on play or musical classic alps governess convent music contest novice puppet show nun in love nazi occupation 1930s"
46,tt0095016,"helicopter journalist based on novel terrorist skyscraper christmas party s.w.a.t. hostage kidnapping vault fistfight murder heist shootout los angeles one man army explosion violence fbi agent walkie talkie christmas eve elevator shaft one night action hero"
47,tt0079470,"christianity male nudity jewry resistance gladiator roman empire balcony miracle graffiti jesus christ doomed man homily latin three kings crucifixion bethlehem dying and death stoning sermon on the mount monty python anarchic comedy"
48,tt0046912,"london england adultery jealousy secret tennis blackmail evidence letter marriage love murder suspense classic writer crime theft visit cult film husband player 3d"
49,tt0105236,"traitor jewelry psychopath thief heist betrayal mystery escape gang plan gone wrong warehouse ensemble cast all male cast told in flashback heist gone wrong foreshadowing rendezvous iconic set in one room uneasy alliance rag tag group"
50,tt0091763,"famous score hero mine vietnam war village gore jungle f word soldier battle combat 1960s"
51,tt0071853,"holy grail monk scotland yard swordplay camelot round table chapter aggression by animal knight king arthur wedding reception midnight movie monty python knights of the round table anarchic comedy"
52,tt0095765,"sicily cinema film director kiss coming of age mother son relationship haunted by the past censorship movie theatre flashback"
53,tt0050825,"germany france general patriotism world war i song army cowardice soldier cult film"
54,tt0073486,"individual rebel self-destruction wheelchair lunatic asylum dying and death rage and hate freedom insanity basic rights and human rights psychiatrist"
55,tt0080684,"rebel android asteroid space battle snow storm space colony spaceship lightsaber jedi good vs evil rebellion the force space opera stormtrooper wookie jedi master jedi training droid"
56,tt0082971,"saving the world riddle nepal himalaya cairo moses egypt whip treasure medallion leather jacket nazis hat mediterranean ark of the covenant ten commandments treasure hunt excavation swastika archaeologist indiana jones"
57,tt0090605,"android extraterrestrial technology space marine spaceman cryogenics vacuum space colony warrior woman settler space travel colony alien xenomorph"
58,tt0060196,"bounty hunter refugee gold anti hero gallows hitman army outlaw shootout moral ambiguity spaghetti western"
59,tt0050083,"judge jurors sultriness death penalty father murder puerto rican anonymity court case heat group class innocence court courtroom"
60,tt0056172,"cairo arabian world war i horse jerusalem british army british empire damascus camel war desert arab ottoman empire"
61,tt0066921,"prison street gang rape adolescence sexuality beethoven parent child relationship social worker living together society dystopia controversy controversial violence futuristic society"
62,tt0056592,"black people based on novel brother sister relationship becoming an adult isolation arbitrary law socially deprived family tree house wrong accusal farm worker intolerance exclusion court case defence right and justice court child"
63,tt0078788,"guerrilla river vietnam vietcong cambodia army insanity tribe green beret jungle apocalypse death napalm"
64,tt0064116,"showdown bounty bounty hunter loss of brother sadness blackmail harmonica anti hero auction dying and death peasant insanity spaghetti western"
65,tt0086190,"rebel brother sister relationship emperor space battle matter of life and death spaceship death star jabba the hutt ewoks jedi space opera"
66,tt0041959,"austria cemetery famous score black market soviet troops prater british army postwar period occupying power staged death cover-up romance suspense sewer brit noir amusement park ferris wheel film noir vienna zither evasion"
67,tt0099685,"prison based on novel florida 1970s mass murder irish-american drug traffic biography based on true story murder organized crime gore mafia gangster new york city extreme violence violence brooklyn new york city crime epic tampa"
68,tt0078748,"android countdown space marine space suit beheading dystopia biology cowardice spaceship space alien female protagonist outer space parasite h. r. giger xenomorph"
69,tt0054215,"hotel clerk arizona shower rain motel money secretary corpse murderer theft private detective proto-slasher"
70,tt0071562,"italo-american cuba vororte melancholy praise revenge mafia lawyer blood corrupt politician bloody body of child man punches woman"
